customer_key,Total_Revenue,Total_Orders,Average_Order_Value,Customer_Lifetime_Value
243,11067,7,1581.0,11067.0
244,7164,4,1791.0,7164.0
245,7175,4,1793.75,7175.0
246,10580,4,2645.0,10580.0
247,10575,4,2643.75,10575.0
248,7131,4,1782.75,7131.0
249,38,1,38.0,38.0
250,9890,4,2472.5,9890.0
251,7115,4,1778.75,7115.0
252,2319,1,2319.0,2319.0
253,6685,3,2228.3333333333335,6685.0
254,695,16,43.4375,695.0
255,204,2,102.0,204.0
256,114,2,57.0,114.0
257,81,2,40.5,81.0
258,6676,3,2225.3333333333335,6676.0
259,49,2,24.5,49.0
260,6770,3,2256.6666666666665,6770.0
261,81,2,40.5,81.0
262,6650,3,2216.6666666666665,6650.0
263,1124,27,41.629629629629626,1124.0
264,6753,3,2251.0,6753.0
265,3182,2,1591.0,3182.0
266,2352,1,2352.0,2352.0
267,5922,2,2961.0,5922.0
268,5943,2,2971.5,5943.0
269,98,2,49.0,98.0
270,42,2,21.0,42.0
271,5984,2,2992.0,5984.0
272,5973,2,2986.5,5973.0
273,5975,2,2987.5,5975.0
274,273,2,136.5,273.0
275,5888,2,2944.0,5888.0
276,5955,2,2977.5,5955.0
277,987,27,36.55555555555556,987.0
278,1434,27,53.111111111111114,1434.0
279,5908,2,2954.0,5908.0
280,44,2,22.0,44.0
281,77,2,38.5,77.0
282,5921,2,2960.5,5921.0
283,5999,2,2999.5,5999.0
284,44,2,22.0,44.0
285,55,2,27.5,55.0
286,128,2,64.0,128.0
287,5954,2,2977.0,5954.0
288,1165,27,43.148148148148145,1165.0
289,77,2,38.5,77.0
290,5905,2,2952.5,5905.0
291,5933,2,2966.5,5933.0
292,5873,2,2936.5,5873.0
293,5910,2,2955.0,5910.0
294,85,2,42.5,85.0
295,42,2,21.0,42.0
296,6058,2,3029.0,6058.0
297,5897,2,2948.5,5897.0
298,5948,2,2974.0,5948.0
299,5922,2,2961.0,5922.0
300,6015,2,3007.5,6015.0
301,1499,27,55.51851851851852,1499.0
302,131,2,65.5,131.0
303,5938,2,2969.0,5938.0
304,5875,2,2937.5,5875.0
305,122,2,61.0,122.0
306,77,2,38.5,77.0
307,42,2,21.0,42.0
308,5964,2,2982.0,5964.0
309,94,2,47.0,94.0
310,42,2,21.0,42.0
311,77,2,38.5,77.0
312,77,2,38.5,77.0
313,42,2,21.0,42.0
314,44,2,22.0,44.0
315,47,2,23.5,47.0
316,42,2,21.0,42.0
317,2350,1,2350.0,2350.0
318,5873,2,2936.5,5873.0
319,44,2,22.0,44.0
320,5930,2,2965.0,5930.0
321,72,2,36.0,72.0
322,37,2,18.5,37.0
323,44,2,22.0,44.0
324,6074,2,3037.0,6074.0
325,5945,2,2972.5,5945.0
326,6044,2,3022.0,6044.0
327,5948,2,2974.0,5948.0
328,5915,2,2957.5,5915.0
329,4718,2,2359.0,4718.0
330,5898,2,2949.0,5898.0
331,1134,27,42.0,1134.0
332,1327,27,49.148148148148145,1327.0
333,5755,2,2877.5,5755.0
334,8163,3,2721.0,8163.0
335,8154,3,2718.0,8154.0
336,5744,2,2872.0,5744.0
337,4441,2,2220.5,4441.0
338,8162,3,2720.6666666666665,8162.0
339,5745,2,2872.5,5745.0
340,4379,2,2189.5,4379.0
341,4413,2,2206.5,4413.0
342,8192,3,2730.6666666666665,8192.0
343,49,1,49.0,49.0
344,8222,3,2740.6666666666665,8222.0
345,8119,3,2706.3333333333335,8119.0
346,4404,2,2202.0,4404.0
347,4503,2,2251.5,4503.0
348,14,1,14.0,14.0
349,68,1,68.0,68.0
350,68,1,68.0,68.0
351,38,1,38.0,38.0
352,8068,3,2689.3333333333335,8068.0
353,14,1,14.0,14.0
354,8078,3,2692.6666666666665,8078.0
355,23,1,23.0,23.0
356,14,1,14.0,14.0
357,5069,3,1689.6666666666667,5069.0
358,4943,3,1647.6666666666667,4943.0
359,5034,3,1678.0,5034.0
360,4959,3,1653.0,4959.0
361,5025,3,1675.0,5025.0
362,115,2,57.5,115.0
363,77,2,38.5,77.0
364,5035,3,1678.3333333333333,5035.0
365,4921,3,1640.3333333333333,4921.0
366,5024,3,1674.6666666666667,5024.0
367,77,2,38.5,77.0
368,86,2,43.0,86.0
369,5105,3,1701.6666666666667,5105.0
370,119,2,59.5,119.0
371,80,2,40.0,80.0
372,75,2,37.5,75.0
373,4965,3,1655.0,4965.0
374,38,1,38.0,38.0
375,69,1,69.0,69.0
376,14,1,14.0,14.0
377,78,1,78.0,78.0
378,84,1,84.0,84.0
379,4436,2,2218.0,4436.0
380,4426,2,2213.0,4426.0
381,5838,2,2919.0,5838.0
382,8161,3,2720.3333333333335,8161.0
383,4344,2,2172.0,4344.0
384,49,1,49.0,49.0
385,49,1,49.0,49.0
386,14,1,14.0,14.0
387,69,1,69.0,69.0
388,6959,3,2319.6666666666665,6959.0
389,6987,3,2329.0,6987.0
390,69,1,69.0,69.0
391,49,1,49.0,49.0
392,34,1,34.0,34.0
393,29,1,29.0,29.0
394,14,1,14.0,14.0
395,8162,3,2720.6666666666665,8162.0
396,5730,2,2865.0,5730.0
397,29,1,29.0,29.0
398,38,1,38.0,38.0
399,8114,3,2704.6666666666665,8114.0
400,14,1,14.0,14.0
401,6968,3,2322.6666666666665,6968.0
402,5020,3,1673.3333333333333,5020.0
403,5059,3,1686.3333333333333,5059.0
404,5032,3,1677.3333333333333,5032.0
405,34,1,34.0,34.0
406,54,1,54.0,54.0
407,4415,2,2207.5,4415.0
408,54,1,54.0,54.0
409,34,1,34.0,34.0
410,4444,2,2222.0,4444.0
411,4464,2,2232.0,4464.0
412,38,1,38.0,38.0
413,9880,4,2470.0,9880.0
414,7190,4,1797.5,7190.0
415,7191,4,1797.75,7191.0
416,14,1,14.0,14.0
417,4928,3,1642.6666666666667,4928.0
418,11248,7,1606.857142857143,11248.0
419,40,1,40.0,40.0
420,231,2,115.5,231.0
421,11200,7,1600.0,11200.0
422,9780,4,2445.0,9780.0
423,7075,4,1768.75,7075.0
424,9905,4,2476.25,9905.0
425,44,1,44.0,44.0
426,10528,6,1754.6666666666667,10528.0
427,35,1,35.0,35.0
428,9918,4,2479.5,9918.0
429,9954,4,2488.5,9954.0
430,10468,6,1744.6666666666667,10468.0
431,85,1,85.0,85.0
432,9913,4,2478.25,9913.0
433,9330,6,1555.0,9330.0
434,12914,6,2152.3333333333335,12914.0
435,70,2,35.0,70.0
436,35,1,35.0,35.0
437,81,2,40.5,81.0
438,54,1,54.0,54.0
439,35,1,35.0,35.0
440,12488,6,2081.3333333333335,12488.0
441,78,1,78.0,78.0
442,44,1,44.0,44.0
443,35,1,35.0,35.0
444,8235,3,2745.0,8235.0
445,8136,3,2712.0,8136.0
446,8098,3,2699.3333333333335,8098.0
447,8237,3,2745.6666666666665,8237.0
448,8078,3,2692.6666666666665,8078.0
449,8132,3,2710.6666666666665,8132.0
450,8130,3,2710.0,8130.0
451,8173,3,2724.3333333333335,8173.0
452,8250,3,2750.0,8250.0
453,8183,3,2727.6666666666665,8183.0
454,8177,3,2725.6666666666665,8177.0
455,8089,3,2696.3333333333335,8089.0
456,8142,3,2714.0,8142.0
457,8224,3,2741.3333333333335,8224.0
458,8211,3,2737.0,8211.0
459,97,3,32.333333333333336,97.0
460,8141,3,2713.6666666666665,8141.0
461,8137,3,2712.3333333333335,8137.0
462,8089,3,2696.3333333333335,8089.0
463,8116,3,2705.3333333333335,8116.0
464,48,3,16.0,48.0
465,8128,3,2709.3333333333335,8128.0
466,8158,3,2719.3333333333335,8158.0
467,90,3,30.0,90.0
468,56,3,18.666666666666668,56.0
469,6960,3,2320.0,6960.0
470,25,1,25.0,25.0
471,4344,2,2172.0,4344.0
472,54,1,54.0,54.0
473,8165,3,2721.6666666666665,8165.0
474,63,1,63.0,63.0
475,49,1,49.0,49.0
476,69,1,69.0,69.0
477,54,1,54.0,54.0
478,35,1,35.0,35.0
479,54,1,54.0,54.0
480,4970,3,1656.6666666666667,4970.0
481,4935,3,1645.0,4935.0
482,4978,3,1659.3333333333333,4978.0
483,8143,3,2714.3333333333335,8143.0
484,4966,3,1655.3333333333333,4966.0
485,4985,3,1661.6666666666667,4985.0
486,7049,3,2349.6666666666665,7049.0
487,35,1,35.0,35.0
488,54,1,54.0,54.0
489,8090,3,2696.6666666666665,8090.0
490,8127,3,2709.0,8127.0
491,54,1,54.0,54.0
492,8158,3,2719.3333333333335,8158.0
493,4404,2,2202.0,4404.0
494,6959,3,2319.6666666666665,6959.0
495,6974,3,2324.6666666666665,6974.0
496,14,1,14.0,14.0
497,7014,3,2338.0,7014.0
498,35,1,35.0,35.0
499,560,16,35.0,560.0
500,192,2,96.0,192.0
501,653,16,40.8125,653.0
502,871,16,54.4375,871.0
503,1025,16,64.0625,1025.0
504,61,2,30.5,61.0
505,44,2,22.0,44.0
506,845,16,52.8125,845.0
507,748,16,46.75,748.0
508,651,16,40.6875,651.0
509,77,2,38.5,77.0
510,196,1,196.0,196.0
511,257,5,51.4,257.0
512,35,1,35.0,35.0
513,2320,1,2320.0,2320.0
514,863,1,863.0,863.0
515,40,1,40.0,40.0
516,5930,2,2965.0,5930.0
517,5915,2,2957.5,5915.0
518,101,2,50.5,101.0
519,82,2,41.0,82.0
520,756,16,47.25,756.0
521,822,16,51.375,822.0
522,44,2,22.0,44.0
523,5888,2,2944.0,5888.0
524,2377,1,2377.0,2377.0
525,42,2,21.0,42.0
526,5935,2,2967.5,5935.0
527,2377,1,2377.0,2377.0
528,39,2,19.5,39.0
529,5959,2,2979.5,5959.0
530,5944,2,2972.0,5944.0
531,572,16,35.75,572.0
532,5875,2,2937.5,5875.0
533,44,2,22.0,44.0
534,37,2,18.5,37.0
535,5919,2,2959.5,5919.0
536,5919,2,2959.5,5919.0
537,5915,2,2957.5,5915.0
538,5873,2,2936.5,5873.0
539,5895,2,2947.5,5895.0
540,5997,2,2998.5,5997.0
541,5958,2,2979.0,5958.0
542,5973,2,2986.5,5973.0
543,34,1,34.0,34.0
544,54,1,54.0,54.0
545,89,1,89.0,89.0
546,54,1,54.0,54.0
547,4460,2,2230.0,4460.0
548,4976,3,1658.6666666666667,4976.0
549,7068,3,2356.0,7068.0
550,7024,3,2341.3333333333335,7024.0
551,5241,3,1747.0,5241.0
552,54,1,54.0,54.0
553,35,1,35.0,35.0
554,21,1,21.0,21.0
555,35,1,35.0,35.0
556,35,1,35.0,35.0
557,21,1,21.0,21.0
558,21,1,21.0,21.0
559,21,1,21.0,21.0
560,35,1,35.0,35.0
561,54,1,54.0,54.0
562,4344,2,2172.0,4344.0
563,85,1,85.0,85.0
564,54,1,54.0,54.0
565,4369,2,2184.5,4369.0
566,35,1,35.0,35.0
567,1002,25,40.08,1002.0
568,54,1,54.0,54.0
569,6789,3,2263.0,6789.0
570,35,1,35.0,35.0
571,4391,2,2195.5,4391.0
572,4390,2,2195.0,4390.0
573,4450,2,2225.0,4450.0
574,35,1,35.0,35.0
575,35,1,35.0,35.0
576,6806,3,2268.6666666666665,6806.0
577,4486,2,2243.0,4486.0
578,4344,2,2172.0,4344.0
579,4406,2,2203.0,4406.0
580,44,1,44.0,44.0
581,35,1,35.0,35.0
582,237,5,47.4,237.0
583,4379,2,2189.5,4379.0
584,4381,2,2190.5,4381.0
585,9,1,9.0,9.0
586,50,1,50.0,50.0
587,9,1,9.0,9.0
588,4540,2,2270.0,4540.0
589,4369,2,2184.5,4369.0
590,15,1,15.0,15.0
591,4384,2,2192.0,4384.0
592,5895,2,2947.5,5895.0
593,5875,2,2937.5,5875.0
594,5908,2,2954.0,5908.0
595,89,1,89.0,89.0
596,35,1,35.0,35.0
597,50,1,50.0,50.0
598,35,1,35.0,35.0
599,4548,2,2274.0,4548.0
600,5957,2,2978.5,5957.0
601,35,1,35.0,35.0
602,5932,2,2966.0,5932.0
603,35,1,35.0,35.0
604,6767,3,2255.6666666666665,6767.0
605,6786,3,2262.0,6786.0
606,4344,2,2172.0,4344.0
607,5922,2,2961.0,5922.0
608,5913,2,2956.5,5913.0
609,35,1,35.0,35.0
610,6872,3,2290.6666666666665,6872.0
611,6786,3,2262.0,6786.0
612,5873,2,2936.5,5873.0
613,6795,3,2265.0,6795.0
614,4381,2,2190.5,4381.0
615,4438,2,2219.0,4438.0
616,5205,3,1735.0,5205.0
617,5253,3,1751.0,5253.0
618,5935,2,2967.5,5935.0
619,2370,1,2370.0,2370.0
620,633,16,39.5625,633.0
621,44,2,22.0,44.0
622,123,2,61.5,123.0
623,133,2,66.5,133.0
624,5948,2,2974.0,5948.0
625,5898,2,2949.0,5898.0
626,5913,2,2956.5,5913.0
627,5959,2,2979.5,5959.0
628,50,2,25.0,50.0
629,5875,2,2937.5,5875.0
630,5930,2,2965.0,5930.0
631,5933,2,2966.5,5933.0
632,706,16,44.125,706.0
633,1001,16,62.5625,1001.0
634,77,2,38.5,77.0
635,39,2,19.5,39.0
636,42,2,21.0,42.0
637,77,2,38.5,77.0
638,39,2,19.5,39.0
639,77,2,38.5,77.0
640,127,2,63.5,127.0
641,408,5,81.6,408.0
642,302,5,60.4,302.0
643,481,5,96.2,481.0
644,100,2,50.0,100.0
645,42,2,21.0,42.0
646,153,2,76.5,153.0
647,113,2,56.5,113.0
648,2366,1,2366.0,2366.0
649,89,2,44.5,89.0
650,91,2,45.5,91.0
651,129,2,64.5,129.0
652,226,5,45.2,226.0
653,310,5,62.0,310.0
654,179,2,89.5,179.0
655,5955,2,2977.5,5955.0
656,50,2,25.0,50.0
657,77,2,38.5,77.0
658,179,2,89.5,179.0
659,112,2,56.0,112.0
660,234,5,46.8,234.0
661,323,5,64.6,323.0
662,287,5,57.4,287.0
663,100,2,50.0,100.0
664,5948,2,2974.0,5948.0
665,5948,2,2974.0,5948.0
666,5930,2,2965.0,5930.0
667,5948,2,2974.0,5948.0
668,91,2,45.5,91.0
669,129,2,64.5,129.0
670,113,2,56.5,113.0
671,100,2,50.0,100.0
672,5970,2,2985.0,5970.0
673,113,2,56.5,113.0
674,192,2,96.0,192.0
675,96,2,48.0,96.0
676,5898,2,2949.0,5898.0
677,91,2,45.5,91.0
678,297,5,59.4,297.0
679,5900,2,2950.0,5900.0
680,146,2,73.0,146.0
681,94,2,47.0,94.0
682,138,2,69.0,138.0
683,253,2,126.5,253.0
684,5897,2,2948.5,5897.0
685,94,2,47.0,94.0
686,111,2,55.5,111.0
687,129,2,64.5,129.0
688,98,2,49.0,98.0
689,5967,2,2983.5,5967.0
690,89,2,44.5,89.0
691,5904,2,2952.0,5904.0
692,120,2,60.0,120.0
693,94,2,47.0,94.0
694,2295,1,2295.0,2295.0
695,129,2,64.5,129.0
696,129,2,64.5,129.0
697,5873,2,2936.5,5873.0
698,153,2,76.5,153.0
699,255,5,51.0,255.0
700,122,2,61.0,122.0
701,138,2,69.0,138.0
702,129,2,64.5,129.0
703,96,2,48.0,96.0
704,100,2,50.0,100.0
705,94,2,47.0,94.0
706,5940,2,2970.0,5940.0
707,89,2,44.5,89.0
708,6025,2,3012.5,6025.0
709,5908,2,2954.0,5908.0
710,325,5,65.0,325.0
711,98,2,49.0,98.0
712,1104,27,40.888888888888886,1104.0
713,128,5,25.6,128.0
714,192,2,96.0,192.0
715,94,2,47.0,94.0
716,144,2,72.0,144.0
717,96,2,48.0,96.0
718,193,2,96.5,193.0
719,100,2,50.0,100.0
720,286,5,57.2,286.0
721,118,2,59.0,118.0
722,105,2,52.5,105.0
723,153,2,76.5,153.0
724,193,5,38.6,193.0
725,210,5,42.0,210.0
726,124,2,62.0,124.0
727,224,2,112.0,224.0
728,5962,2,2981.0,5962.0
729,110,2,55.0,110.0
730,160,2,80.0,160.0
731,134,2,67.0,134.0
732,121,2,60.5,121.0
733,174,2,87.0,174.0
734,195,2,97.5,195.0
735,136,2,68.0,136.0
736,110,2,55.0,110.0
737,166,2,83.0,166.0
738,77,2,38.5,77.0
739,330,5,66.0,330.0
740,4758,2,2379.0,4758.0
741,384,5,76.8,384.0
742,6079,2,3039.5,6079.0
743,5915,2,2957.5,5915.0
744,5898,2,2949.0,5898.0
745,72,2,36.0,72.0
746,5948,2,2974.0,5948.0
747,77,2,38.5,77.0
748,116,2,58.0,116.0
749,132,5,26.4,132.0
750,48,3,16.0,48.0
751,8148,3,2716.0,8148.0
752,8215,3,2738.3333333333335,8215.0
753,138,3,46.0,138.0
754,48,3,16.0,48.0
755,8163,3,2721.0,8163.0
756,46,3,15.333333333333334,46.0
757,8078,3,2692.6666666666665,8078.0
758,57,3,19.0,57.0
759,57,3,19.0,57.0
760,8054,3,2684.6666666666665,8054.0
761,275,3,91.66666666666667,275.0
762,8149,3,2716.3333333333335,8149.0
763,8228,3,2742.6666666666665,8228.0
764,76,3,25.333333333333332,76.0
765,8129,3,2709.6666666666665,8129.0
766,8143,3,2714.3333333333335,8143.0
767,8280,3,2760.0,8280.0
768,8319,3,2773.0,8319.0
769,8139,3,2713.0,8139.0
770,478,5,95.6,478.0
771,77,2,38.5,77.0
772,94,2,47.0,94.0
773,5913,2,2956.5,5913.0
774,5984,2,2992.0,5984.0
775,5900,2,2950.0,5900.0
776,5913,2,2956.5,5913.0
777,6079,2,3039.5,6079.0
778,5915,2,2957.5,5915.0
779,5873,2,2936.5,5873.0
780,5873,2,2936.5,5873.0
781,5973,2,2986.5,5973.0
782,134,2,67.0,134.0
783,151,2,75.5,151.0
784,110,2,55.0,110.0
785,272,5,54.4,272.0
786,75,2,37.5,75.0
787,127,2,63.5,127.0
788,110,2,55.0,110.0
789,255,2,127.5,255.0
790,72,2,36.0,72.0
791,147,2,73.5,147.0
792,120,2,60.0,120.0
793,120,2,60.0,120.0
794,102,2,51.0,102.0
795,77,2,38.5,77.0
796,75,2,37.5,75.0
797,5995,2,2997.5,5995.0
798,5972,2,2986.0,5972.0
799,5953,2,2976.5,5953.0
800,5921,2,2960.5,5921.0
801,77,2,38.5,77.0
802,87,2,43.5,87.0
803,214,5,42.8,214.0
804,230,2,115.0,230.0
805,134,2,67.0,134.0
806,129,2,64.5,129.0
807,96,2,48.0,96.0
808,153,2,76.5,153.0
809,609,5,121.8,609.0
810,5929,2,2964.5,5929.0
811,5973,2,2986.5,5973.0
812,5898,2,2949.0,5898.0
813,5900,2,2950.0,5900.0
814,5953,2,2976.5,5953.0
815,101,2,50.5,101.0
816,5948,2,2974.0,5948.0
817,5933,2,2966.5,5933.0
818,5898,2,2949.0,5898.0
819,5954,2,2977.0,5954.0
820,96,2,48.0,96.0
821,232,5,46.4,232.0
822,151,2,75.5,151.0
823,87,2,43.5,87.0
824,263,5,52.6,263.0
825,240,5,48.0,240.0
826,5900,2,2950.0,5900.0
827,5898,2,2949.0,5898.0
828,511,5,102.2,511.0
829,94,2,47.0,94.0
830,131,2,65.5,131.0
831,5930,2,2965.0,5930.0
832,5933,2,2966.5,5933.0
833,125,2,62.5,125.0
834,240,5,48.0,240.0
835,5908,2,2954.0,5908.0
836,4772,2,2386.0,4772.0
837,70,2,35.0,70.0
838,5923,2,2961.5,5923.0
839,135,2,67.5,135.0
840,5955,2,2977.5,5955.0
841,87,2,43.5,87.0
842,307,5,61.4,307.0
843,99,2,49.5,99.0
844,116,2,58.0,116.0
845,125,2,62.5,125.0
846,197,4,49.25,197.0
847,85,2,42.5,85.0
848,125,2,62.5,125.0
849,92,2,46.0,92.0
850,258,2,129.0,258.0
851,149,2,74.5,149.0
852,85,2,42.5,85.0
853,125,2,62.5,125.0
854,90,2,45.0,90.0
855,5985,2,2992.5,5985.0
856,90,2,45.0,90.0
857,134,2,67.0,134.0
858,125,2,62.5,125.0
859,85,2,42.5,85.0
860,72,2,36.0,72.0
